phase,frame,turningRadius,rearBodyPosX,rearBodyPosY,rearBodyHeading,centerOfRotationX,centerOfRotationY,jointAngle
REVERSE.MOVING.DESTEERING,128,77.3679,-0.911809,0.061494,0.0683183,10.5066,76.5623,-0.0603202
REVERSE.MOVING.DESTEERING,129,85.3407,-0.919636,0.0619713,0.069408,11.6553,84.4534,-0.0546923
REVERSE.MOVING.DESTEERING,130,94.99,-0.927454,0.0624342,0.0704896,13.0465,94.0033,-0.0491424
REVERSE.MOVING.DESTEERING,131,106.81,-0.935261,0.0628832,0.0715508,14.7521,105.701,-0.0437087
REVERSE.MOVING.DESTEERING,132,121.47,-0.943053,0.063317,0.07258,16.8693,120.209,-0.038437
REVERSE.MOVING.DESTEERING,133,139.826,-0.950832,0.0637352,0.0735606,19.5225,138.373,-0.0333936
REVERSE.MOVING.DESTEERING,134,162.955,-0.958594,0.0641333,0.0744695,22.8695,161.26,-0.0286557
REVERSE.MOVING.DESTEERING,135,192.119,-0.966341,0.0645065,0.0752874,27.0948,190.117,-0.0243069
REVERSE.MOVING.DESTEERING,136,228.788,-0.974007,0.0648299,0.0759988,32.414,226.398,-0.0204119
REVERSE.MOVING.DESTEERING,137,274.114,-0.981568,0.0650895,0.0765894,38.9979,271.244,-0.0170371
REVERSE.MOVING.DESTEERING,138,328.54,-0.989012,0.0652667,0.0770537,46.9144,325.09,-0.014215
REVERSE.MOVING.DESTEERING,139,391.154,-0.996331,0.0653466,0.0773946,56.036,387.035,-0.0119397
REVERSE.MOVING.DESTEERING,140,459.317,-1.00352,0.0653141,0.0776268,65.9818,454.468,-0.0101679
REVERSE.MOVING.DESTEERING,141,528.806,-1.0106,0.0651567,0.0777707,76.1375,523.208,-0.00883185
REVERSE.MOVING.DESTEERING,142,594.789,-1.01756,0.0648665,0.0778495,85.7967,588.48,-0.00785211
REVERSE.MOVING.DESTEERING,143,652.717,-1.02443,0.06444,0.0778852,94.2893,645.78,-0.00715526
REVERSE.MOVING.DESTEERING,144,703.813,-1.03121,0.0638601,0.0778992,101.789,696.322,-0.00663582
REVERSE.MOVING.DESTEERING,145,740.176,-1.03793,0.0631328,0.0779154,107.12,732.291,-0.00630983
REVERSE.MOVING.DESTEERING,146,767.172,-1.04459,0.0622851,0.0779302,111.074,758.996,-0.0060878
REVERSE.MOVING.DESTEERING,147,786.749,-1.0512,0.0613529,0.0779366,113.943,778.362,-0.00593631
REVERSE.MOVING.DESTEERING,148,799.214,-1.05778,0.0603692,0.0779524,115.76,790.694,-0.00584373
REVERSE.MOVING.DESTEERING,149,803.332,-1.06433,0.0593596,0.0779775,116.341,794.771,-0.00581378
REVERSE.MOVING.DESTEERING,150,814.34,-1.07083,0.058349,0.0780077,117.931,805.665,-0.00573519
REVERSE.MOVING.DESTEERING,151,820.528,-1.07731,0.0573614,0.0780562,118.798,811.793,-0.00569193
REVERSE.MOVING.DESTEERING,152,831.067,-1.08377,0.0564246,0.0781119,120.296,822.225,-0.00561976
REVERSE.MOVING.DESTEERING,153,840.935,-1.09021,0.0555644,0.0781681,121.695,831.994,-0.00555381
REVERSE.MOVING.DESTEERING,154,852.385,-1.09666,0.0548095,0.0782272,123.321,843.329,-0.00547921
REVERSE.MOVING.DESTEERING,155,865.22,-1.1031,0.0541687,0.0782829,125.152,856.032,-0.00539793
REVERSE.MOVING.DESTEERING,156,878.024,-1.10954,0.0536512,0.0783413,126.973,868.706,-0.00531922
REVERSE.MOVING.DESTEERING,157,890.676,-1.11598,0.053256,0.0783993,128.771,881.229,-0.00524366
REVERSE.MOVING.DESTEERING,158,901.963,-1.12241,0.0529814,0.078459,130.364,892.403,-0.00517804
REVERSE.MOVING.DESTEERING,159,911.757,-1.12884,0.0528013,0.0785131,131.742,902.1,-0.00512242
REVERSE.MOVING.DESTEERING,160,924.586,-1.13528,0.0526962,0.0785586,133.571,914.798,-0.00505134
REVERSE.MOVING.DESTEERING,161,932.254,-1.14171,0.0526548,0.0785967,134.649,922.389,-0.0050098
REVERSE.MOVING.STEERING,1,1258.46,-0.0132426,-3.81E-05,-0.00103027,1.06161,1258.46,-0.00371122
REVERSE.MOVING.STEERING,2,543.941,-0.0198482,-0.000509243,-0.00227142,0.990984,543.939,-0.00858611
REVERSE.MOVING.STEERING,3,335.519,-0.02643,-0.00140631,-0.00354451,0.937965,335.516,-0.0139194
REVERSE.MOVING.STEERING,4,240.514,-0.0329879,-0.00271418,-0.00478352,0.893323,240.509,-0.0194169
REVERSE.MOVING.STEERING,5,187.005,-0.0395239,-0.0044029,-0.00596069,0.851892,186.997,-0.0249715
REVERSE.MOVING.STEERING,6,152.846,-0.0460389,-0.0064221,-0.00707436,0.812986,152.836,-0.0305503
REVERSE.MOVING.STEERING,7,129.182,-0.0525335,-0.00870681,-0.00812906,0.776306,129.169,-0.0361437
REVERSE.MOVING.STEERING,8,111.829,-0.0590075,-0.0111797,-0.00912835,0.741408,111.813,-0.0417484
REVERSE.MOVING.STEERING,9,98.5486,-0.0654601,-0.0137645,-0.0100921,0.70947,98.5294,-0.0473696
REVERSE.MOVING.STEERING,10,88.0595,-0.0718908,-0.0163806,-0.0110258,0.680045,88.037,-0.0530057
REVERSE.MOVING.STEERING,11,79.5618,-0.0782982,-0.0189438,-0.0119419,0.653326,79.5362,-0.0586593
REVERSE.MOVING.STEERING,12,72.538,-0.0846809,-0.0213849,-0.0128496,0.629256,72.5093,-0.0643299
REVERSE.MOVING.STEERING,13,66.6338,-0.0910371,-0.0236395,-0.0137596,0.607869,66.6024,-0.0700187
REVERSE.MOVING.STEERING,14,61.6027,-0.0973649,-0.0256601,-0.0146784,0.588979,61.5687,-0.075724
REVERSE.MOVING.STEERING,15,57.2649,-0.103662,-0.0273999,-0.0156186,0.572795,57.2287,-0.0814447
REVERSE.MOVING.STEERING,16,53.4857,-0.109926,-0.0288501,-0.0165749,0.558477,53.4477,-0.0871818
REVERSE.MOVING.STEERING,17,50.1659,-0.116154,-0.029999,-0.0175579,0.546266,50.1263,-0.0929311
REVERSE.MOVING.STEERING,18,47.226,-0.122343,-0.0308532,-0.0185715,0.535993,47.1852,-0.0986935
REVERSE.MOVING.STEERING,19,44.6054,-0.128491,-0.0314333,-0.0196128,0.527233,44.5638,-0.104466
REVERSE.MOVING.STEERING,20,42.2556,-0.134595,-0.0317686,-0.0206839,0.519878,42.2134,-0.110247
REVERSE.MOVING.STEERING,21,40.135,-0.140653,-0.0318828,-0.0217925,0.514021,40.0924,-0.11604
REVERSE.MOVING.STEERING,22,38.2154,-0.146661,-0.0318424,-0.0229197,0.508809,38.1725,-0.121834
REVERSE.MOVING.STEERING,23,36.4675,-0.152616,-0.0316904,-0.0240709,0.504334,36.4244,-0.127634
REVERSE.MOVING.STEERING,24,34.8694,-0.158516,-0.0314787,-0.0252454,0.500507,34.8262,-0.133441
REVERSE.MOVING.STEERING,25,33.4032,-0.164356,-0.0312596,-0.0264384,0.497117,33.3597,-0.139253
REVERSE.MOVING.STEERING,26,32.0544,-0.170135,-0.0310828,-0.0276347,0.493678,32.0107,-0.145062
REVERSE.MOVING.STEERING,27,30.8096,-0.17585,-0.0309905,-0.0288242,0.489916,30.7655,-0.150869
REVERSE.MOVING.STEERING,28,29.6564,-0.181497,-0.0310031,-0.0300092,0.485933,29.6118,-0.156676
REVERSE.MOVING.STEERING,29,28.5859,-0.18709,-0.031158,-0.0311736,0.481307,28.5407,-0.16248
REVERSE.MOVING.STEERING,30,27.5875,-0.192655,-0.0314604,-0.0323227,0.476172,27.5415,-0.168292
REVERSE.MOVING.STEERING,31,26.6557,-0.198198,-0.0319193,-0.0334563,0.470618,26.6088,-0.174102
REVERSE.MOVING.STEERING,32,25.7834,-0.203725,-0.0325381,-0.0345752,0.464684,25.7354,-0.179914
REVERSE.MOVING.STEERING,33,24.9654,-0.209239,-0.0333156,-0.0356819,0.458471,24.9161,-0.185727
REVERSE.MOVING.STEERING,34,24.1969,-0.214745,-0.0342447,-0.0367795,0.45209,24.1463,-0.191536
REVERSE.MOVING.STEERING,35,23.4731,-0.220243,-0.0352956,-0.0378849,0.445929,23.4209,-0.197348
REVERSE.MOVING.STEERING,36,22.7906,-0.225744,-0.0364605,-0.0389943,0.439876,22.7367,-0.203158
REVERSE.MOVING.STEERING,37,22.1457,-0.231249,-0.0377134,-0.0401177,0.434134,22.09,-0.208969
REVERSE.MOVING.STEERING,38,21.5352,-0.23676,-0.0390297,-0.0412626,0.428818,21.4777,-0.214781
REVERSE.MOVING.STEERING,39,20.9566,-0.242274,-0.0403853,-0.0424357,0.424047,20.8972,-0.220593
REVERSE.MOVING.STEERING,40,20.4073,-0.247793,-0.0417557,-0.0436426,0.419874,20.3459,-0.226405
REVERSE.MOVING.STEERING,41,19.8851,-0.253315,-0.0431188,-0.0448883,0.416349,19.8217,-0.232219
REVERSE.MOVING.STEERING,42,19.3881,-0.258839,-0.0444552,-0.0461762,0.413485,19.3227,-0.238034
REVERSE.MOVING.STEERING,43,18.9144,-0.264361,-0.0457493,-0.0475082,0.411273,18.847,-0.24385
REVERSE.MOVING.STEERING,44,18.4624,-0.269877,-0.0469894,-0.0488853,0.409684,18.3931,-0.249668
REVERSE.MOVING.STEERING,45,18.0307,-0.275383,-0.0481676,-0.0503069,0.408664,17.9594,-0.255486
REVERSE.MOVING.STEERING,46,17.6185,-0.280879,-0.0492684,-0.0517481,0.407773,17.5454,-0.261296
REVERSE.MOVING.STEERING,47,17.2241,-0.286359,-0.0502908,-0.0532081,0.406971,17.1492,-0.267103
REVERSE.MOVING.STEERING,48,16.8464,-0.291821,-0.0512373,-0.0546865,0.40625,16.7698,-0.272909
REVERSE.MOVING.STEERING,49,16.4843,-0.297265,-0.0521136,-0.0561823,0.405585,16.406,-0.278713
REVERSE.MOVING.STEERING,50,16.1368,-0.302689,-0.0529298,-0.0576974,0.405,16.0568,-0.284517
REVERSE.MOVING.STEERING,51,15.8029,-0.308095,-0.053695,-0.0592283,0.404438,15.7213,-0.29032
REVERSE.MOVING.STEERING,52,15.4821,-0.313481,-0.0544227,-0.0607744,0.403896,15.3989,-0.29612
REVERSE.MOVING.STEERING,53,15.1734,-0.31885,-0.0551266,-0.0623354,0.403362,15.0886,-0.30192
REVERSE.MOVING.STEERING,54,14.8762,-0.324202,-0.0558193,-0.063908,0.402791,14.7899,-0.307717
REVERSE.MOVING.STEERING,55,14.59,-0.329539,-0.056515,-0.0654912,0.402174,14.5021,-0.313511
REVERSE.MOVING.STEERING,56,14.314,-0.33486,-0.057227,-0.0670845,0.4015,14.2245,-0.319303
REVERSE.MOVING.STEERING,57,14.0479,-0.340168,-0.057965,-0.0686842,0.400725,13.9567,-0.325091
REVERSE.MOVING.STEERING,58,13.7909,-0.345462,-0.0587398,-0.0702909,0.399859,13.698,-0.330878
REVERSE.MOVING.STEERING,59,13.5427,-0.350742,-0.0595581,-0.0719027,0.398886,13.448,-0.336661
REVERSE.MOVING.STEERING,60,13.3027,-0.356011,-0.0604251,-0.0735195,0.397801,13.2063,-0.342443
REVERSE.MOVING.STEERING,61,13.0706,-0.361269,-0.0613429,-0.0751403,0.396598,12.9723,-0.348222
REVERSE.MOVING.STEERING,62,12.846,-0.366516,-0.0623122,-0.0767656,0.39529,12.7458,-0.354
REVERSE.MOVING.STEERING,63,12.6284,-0.371754,-0.06333,-0.0783944,0.393863,12.5262,-0.359776
REVERSE.MOVING.STEERING,64,12.4176,-0.376983,-0.0643912,-0.0800253,0.392305,12.3134,-0.36555
REVERSE.MOVING.STEERING,65,12.2132,-0.382205,-0.0654901,-0.0816608,0.390648,12.1069,-0.371324
REVERSE.MOVING.STEERING,66,12.0149,-0.387421,-0.0666188,-0.0833015,0.3889,11.9065,-0.377096
REVERSE.MOVING.STEERING,67,11.8224,-0.392634,-0.0677681,-0.0849464,0.387052,11.712,-0.382868
REVERSE.MOVING.STEERING,68,11.6355,-0.397843,-0.068929,-0.0865972,0.385124,11.5229,-0.388639
REVERSE.MOVING.STEERING,69,11.4539,-0.403051,-0.0700915,-0.0882531,0.383107,11.3392,-0.394409
REVERSE.MOVING.STEERING,70,11.2774,-0.408259,-0.0712463,-0.089914,0.381001,11.1606,-0.400178
REVERSE.MOVING.STEERING,71,11.1058,-0.413469,-0.0723859,-0.0915843,0.378851,10.9868,-0.405948
REVERSE.MOVING.STEERING,72,10.9388,-0.418682,-0.0735021,-0.0932611,0.376629,10.8177,-0.411717
REVERSE.MOVING.STEERING,73,10.7763,-0.423899,-0.074589,-0.0949454,0.374343,10.6531,-0.417485
REVERSE.MOVING.STEERING,74,10.618,-0.42912,-0.0756422,-0.0966386,0.372011,10.4928,-0.423253
REVERSE.MOVING.STEERING,75,10.4639,-0.434348,-0.0766586,-0.0983384,0.369606,10.3366,-0.429021
REVERSE.MOVING.STEERING,76,10.3137,-0.439581,-0.0776377,-0.100048,0.36716,10.1844,-0.434787
REVERSE.MOVING.STEERING,77,10.1673,-0.444822,-0.0785786,-0.101764,0.364649,10.0361,-0.440552
REVERSE.MOVING.STEERING,78,10.0246,-0.45007,-0.0794844,-0.103489,0.362083,9.89142,-0.446317
REVERSE.MOVING.STEERING,79,9.88537,-0.455326,-0.0803575,-0.105221,0.35946,9.75028,-0.452081
REVERSE.MOVING.STEERING,80,9.74954,-0.460589,-0.0812022,-0.10696,0.356768,9.61256,-0.457843
REVERSE.MOVING.STEERING,81,9.61695,-0.46586,-0.0820237,-0.108704,0.354005,9.47811,-0.463605
REVERSE.MOVING.STEERING,82,9.48749,-0.471139,-0.0828277,-0.110455,0.351174,9.3468,-0.469365
REVERSE.MOVING.STEERING,83,9.36104,-0.476424,-0.0836199,-0.112211,0.348268,9.21851,-0.475124
REVERSE.MOVING.STEERING,84,9.23749,-0.481716,-0.0844058,-0.113971,0.345276,9.09312,-0.480883
REVERSE.MOVING.STEERING,85,9.11675,-0.487013,-0.085192,-0.115737,0.342224,8.97054,-0.48664
REVERSE.MOVING.STEERING,86,8.99868,-0.492314,-0.0859834,-0.117507,0.339095,8.85062,-0.492398
REVERSE.MOVING.STEERING,87,8.88322,-0.497619,-0.0867842,-0.119282,0.335889,8.7333,-0.498155
REVERSE.MOVING.STEERING,88,8.77025,-0.502927,-0.0875982,-0.121061,0.332621,8.61845,-0.503912
REVERSE.MOVING.STEERING,89,8.6597,-0.508236,-0.0884284,-0.122847,0.329292,8.506,-0.509669
REVERSE.MOVING.STEERING,90,8.55148,-0.513544,-0.0892768,-0.124636,0.325897,8.39586,-0.515426
REVERSE.MOVING.STEERING,91,8.44552,-0.51885,-0.090144,-0.12643,0.322444,8.28796,-0.521183
REVERSE.MOVING.STEERING,92,8.34171,-0.524151,-0.0910298,-0.128231,0.31894,8.18219,-0.526941
REVERSE.MOVING.STEERING,93,8.24002,-0.529446,-0.0919334,-0.130037,0.315393,8.07851,-0.532699
REVERSE.MOVING.STEERING,94,8.14035,-0.534732,-0.092853,-0.13185,0.31181,7.97684,-0.538459
REVERSE.MOVING.STEERING,95,8.04264,-0.540009,-0.0937861,-0.133671,0.308198,7.8771,-0.544219
REVERSE.MOVING.STEERING,96,7.94683,-0.545274,-0.0947299,-0.135501,0.304564,7.77926,-0.54998
REVERSE.MOVING.STEERING,97,7.85287,-0.550526,-0.0956809,-0.137339,0.300914,7.68324,-0.555742
REVERSE.MOVING.STEERING,98,7.76069,-0.555762,-0.0966357,-0.139186,0.297254,7.589,-0.561505
REVERSE.MOVING.STEERING,99,7.67024,-0.560983,-0.0975911,-0.141044,0.293591,7.49648,-0.567269
REVERSE.MOVING.STEERING,100,7.58148,-0.566186,-0.0985435,-0.142912,0.289928,7.40564,-0.573034
REVERSE.MOVING.STEERING,101,7.49434,-0.571371,-0.0994897,-0.144792,0.28627,7.31643,-0.578799
REVERSE.MOVING.STEERING,102,7.4088,-0.576537,-0.100427,-0.146684,0.282621,7.22881,-0.584565
REVERSE.MOVING.STEERING,103,7.3248,-0.581685,-0.101354,-0.148587,0.278982,7.14274,-0.590331
REVERSE.MOVING.STEERING,104,7.2423,-0.586815,-0.102269,-0.150503,0.275355,7.05817,-0.596097
REVERSE.MOVING.STEERING,105,7.16126,-0.591926,-0.10317,-0.152432,0.27174,6.97506,-0.601863
REVERSE.MOVING.STEERING,106,7.08165,-0.59702,-0.104058,-0.154373,0.268137,6.89338,-0.607628
REVERSE.MOVING.STEERING,107,7.00342,-0.602096,-0.104932,-0.156327,0.264543,6.81309,-0.613393
REVERSE.MOVING.STEERING,108,6.92654,-0.607157,-0.105795,-0.158293,0.260957,6.73416,-0.619157
REVERSE.MOVING.STEERING,109,6.85097,-0.612203,-0.106646,-0.160272,0.257375,6.65653,-0.624921
REVERSE.MOVING.STEERING,110,6.77668,-0.617236,-0.107489,-0.162262,0.253795,6.58019,-0.630682
REVERSE.MOVING.STEERING,111,6.70364,-0.622257,-0.108324,-0.164265,0.250214,6.50509,-0.636443
REVERSE.MOVING.STEERING,112,6.6318,-0.627267,-0.109155,-0.16628,0.246628,6.4312,-0.642202
REVERSE.MOVING.STEERING,113,6.56115,-0.632268,-0.109985,-0.168306,0.243033,6.35848,-0.647959
REVERSE.MOVING.STEERING,114,6.49166,-0.63726,-0.110816,-0.170342,0.239424,6.28691,-0.653715
REVERSE.MOVING.STEERING,115,6.42328,-0.642245,-0.111649,-0.172389,0.235795,6.21646,-0.659468
REVERSE.MOVING.STEERING,116,6.356,-0.647223,-0.112489,-0.174446,0.232149,6.14708,-0.66522
REVERSE.MOVING.STEERING,117,6.28979,-0.652197,-0.113335,-0.176513,0.228478,6.07876,-0.670969
REVERSE.MOVING.STEERING,118,6.22463,-0.657166,-0.114191,-0.17859,0.224782,6.01147,-0.676715
REVERSE.MOVING.STEERING,119,6.16048,-0.66213,-0.115057,-0.180676,0.22106,5.94518,-0.682459
REVERSE.MOVING.STEERING,120,6.09734,-0.667092,-0.115934,-0.18277,0.217308,5.87989,-0.688198
REVERSE.MOVING.STEERING,121,6.03518,-0.67205,-0.116822,-0.184874,0.213527,5.81556,-0.693932
REVERSE.MOVING.STEERING,122,5.97401,-0.677006,-0.117721,-0.186984,0.209711,5.7522,-0.69966
REVERSE.MOVING.STEERING,123,5.91382,-0.68196,-0.118631,-0.189102,0.205867,5.68981,-0.705379
REVERSE.MOVING.STEERING,124,5.85462,-0.686913,-0.119551,-0.191226,0.201994,5.6284,-0.711084
REVERSE.MOVING.STEERING,125,5.79646,-0.691866,-0.120478,-0.193354,0.198091,5.56802,-0.71677
REVERSE.MOVING.STEERING,126,5.7394,-0.696822,-0.121413,-0.195484,0.194158,5.50872,-0.722427
REVERSE.MOVING.STEERING,127,5.68353,-0.701785,-0.122353,-0.197612,0.190204,5.45062,-0.728043
REVERSE.MOVING.STEERING,128,5.62902,-0.706762,-0.123297,-0.199733,0.186228,5.39386,-0.733597
REVERSE.MOVING.STEERING,129,5.57609,-0.711762,-0.124242,-0.201841,0.182237,5.3387,-0.739062
REVERSE.MOVING.STEERING,130,5.52506,-0.716798,-0.125187,-0.203923,0.178236,5.28544,-0.744399
REVERSE.MOVING.STEERING,131,5.47637,-0.721888,-0.12613,-0.205966,0.174238,5.23453,-0.749554
REVERSE.MOVING.STEERING,132,5.43056,-0.727057,-0.127068,-0.207952,0.170256,5.18654,-0.754461
REVERSE.MOVING.STEERING,133,5.38828,-0.73233,-0.127996,-0.20986,0.166311,5.1421,-0.75904
REVERSE.MOVING.STEERING,134,5.35018,-0.737736,-0.128906,-0.211668,0.162427,5.10189,-0.763208
REVERSE.MOVING.STEERING,135,5.31683,-0.743295,-0.129789,-0.213354,0.158632,5.06651,-0.766889
REVERSE.MOVING.STEERING,136,5.2886,-0.749017,-0.130624,-0.214909,0.154966,5.03632,-0.770029
REVERSE.MOVING.STEERING,137,5.26553,-0.754897,-0.131387,-0.216328,0.151468,5.01141,-0.772612
REVERSE.MOVING.STEERING,138,5.2473,-0.760914,-0.132021,-0.217625,0.148189,4.99149,-0.774663
REVERSE.MOVING.STEERING,139,5.23221,-0.766912,-0.132402,-0.218869,0.145289,4.97496,-0.776368
REVERSE.MOVING.STEERING,140,5.21996,-0.772808,-0.132445,-0.220089,0.142941,4.96156,-0.777758
REVERSE.MOVING.STEERING,141,5.21002,-0.778578,-0.132101,-0.221297,0.141134,4.95083,-0.778888
REVERSE.MOVING.STEERING,142,5.2023,-0.784196,-0.131358,-0.22251,0.139963,4.94266,-0.779768
